CONTEXT_ID,CONTEXT_NAME,TAO ID,Last Modified Date,Document Class/Subclass,Document Class/Subclass ID,Ordering,Action,Next Status,Department,Department ID,Provider,Provider ID,Order Type,Order Type ID,Order Genus,Assigned To
7598,IN - Ascension - Indiana,19859,5/11/2023,ORDER:IMAGING,22420,950,All,SUBMIT,"IND_IND_MDC2_DOC, IND_IND_PCS2_DOC, IND_IND_PFP2_DOC, IND_IND_PPE2_DOC, IND_IND_POB2_DOC, IND_IND_PPC2_DOC, IND_IND_PIM2_DOC","3216, 3217, 3218, 3222, 3220, 3221, 3219",All,All,"US, ECHOCARDIOGRAM, TRANSTHORACIC, COMPLETE, W/ COLOR FLOW ",393818,All,pccpriorauths
7598,IN - Ascension - Indiana,19860,5/11/2023,ORDER:IMAGING,22421,950,All,SUBMIT,"IND_IND_PIM2_DOC, IND_IND_POB2_DOC, IND_IND_PPC2_DOC, IND_IND_PFP2_DOC, IND_IND_MDC2_DOC, IND_IND_PCS2_DOC, IND_IND_PPE2_DOC","3219, 3220, 3221, 3218, 3216, 3217, 3222",All,All,"OPHTHALMIC BIOMETRY BY ULTRASOUND ECHOGRAPHY, A-SCAN ",442386,All,pccpriorauths
7598,IN - Ascension - Indiana,19861,5/11/2023,ORDER:IMAGING,22422,950,All,SUBMIT,"IND_IND_PIM2_DOC, IND_IND_POB2_DOC, IND_IND_PPC2_DOC, IND_IND_PFP2_DOC, IND_IND_MDC2_DOC, IND_IND_PCS2_DOC, IND_IND_PPE2_DOC","3219, 3220, 3221, 3218, 3216, 3217, 3222",All,All,PHARMACOLOGIC STRESS ECHOCARDIOGRAM,394580,All,pccpriorauths
7598,IN - Ascension - Indiana,19862,5/11/2023,ORDER:IMAGING,22423,950,All,SUBMIT,"IND_IND_PCS2_DOC, IND_IND_PFP2_DOC, IND_IND_PIM2_DOC, IND_IND_MDC2_DOC, IND_IND_PPC2_DOC, IND_IND_PPE2_DOC, IND_IND_POB2_DOC","3217, 3218, 3219, 3216, 3221, 3222, 3220",All,All,"US, CHEST ",392133,All,pccpriorauths
7598,IN - Ascension - Indiana,19863,5/11/2023,ORDER:IMAGING,22424,950,All,SUBMIT,"IND_IND_MDC2_DOC, IND_IND_PCS2_DOC, IND_IND_PFP2_DOC, IND_IND_PPE2_DOC, IND_IND_POB2_DOC, IND_IND_PPC2_DOC, IND_IND_PIM2_DOC","3216, 3217, 3218, 3222, 3220, 3221, 3219",All,All,"US, DOPPLER ECHOCARDIOGRAM ",396131,All,pccpriorauths
7598,IN - Ascension - Indiana,19864,5/11/2023,ORDER:IMAGING,22425,950,All,SUBMIT,"IND_IND_PCS2_DOC, IND_IND_PPC2_DOC, IND_IND_PPE2_DOC, IND_IND_MDC2_DOC, IND_IND_PIM2_DOC, IND_IND_POB2_DOC, IND_IND_PFP2_DOC","3217, 3221, 3222, 3216, 3219, 3220, 3218",All,All,"US, DOPPLER ECHOCARDIOGRAM, LIMITED/FOLLOW-UP ",421438,All,pccpriorauths
7598,IN - Ascension - Indiana,19865,5/11/2023,ORDER:IMAGING,22426,950,All,SUBMIT,"IND_IND_MDC2_DOC, IND_IND_PCS2_DOC, IND_IND_PFP2_DOC, IND_IND_PPE2_DOC, IND_IND_POB2_DOC, IND_IND_PPC2_DOC, IND_IND_PIM2_DOC","3216, 3217, 3218, 3222, 3220, 3221, 3219",All,All,"US, ECHOCARDIOGRAM, TRANSTHORACIC, W/ STRESS ",396683,All,pccpriorauths
7598,IN - Ascension - Indiana,19866,5/11/2023,ORDER:IMAGING,22427,950,All,SUBMIT,"IND_IND_PIM2_DOC, IND_IND_POB2_DOC, IND_IND_PPC2_DOC, IND_IND_PFP2_DOC, IND_IND_MDC2_DOC, IND_IND_PCS2_DOC, IND_IND_PPE2_DOC","3219, 3220, 3221, 3218, 3216, 3217, 3222",All,All,STRESS ECHOCARDIOGRAM,395028,All,pccpriorauths
7598,IN - Ascension - Indiana,19867,5/11/2023,ORDER:IMAGING,22428,950,All,SUBMIT,"IND_IND_MDC2_DOC, IND_IND_PCS2_DOC, IND_IND_PFP2_DOC, IND_IND_PPE2_DOC, IND_IND_POB2_DOC, IND_IND_PPC2_DOC, IND_IND_PIM2_DOC","3216, 3217, 3218, 3222, 3220, 3221, 3219",All,All,CARDIAC STRESS TEST,394443,All,pccpriorauths
7598,IN - Ascension - Indiana,19868,5/11/2023,ORDER:IMAGING,22429,950,All,SUBMIT,"IND_IND_MDC2_DOC, IND_IND_PCS2_DOC, IND_IND_PFP2_DOC, IND_IND_PPE2_DOC, IND_IND_POB2_DOC, IND_IND_PPC2_DOC, IND_IND_PIM2_DOC","3216, 3217, 3218, 3222, 3220, 3221, 3219",All,All,PHARMACOLOGIC STRESS TEST,392382,All,pccpriorauths
7598,IN - Ascension - Indiana,19869,5/11/2023,ORDER:IMAGING,22430,950,All,SUBMIT,"IND_IND_MDC2_DOC, IND_IND_PCS2_DOC, IND_IND_PFP2_DOC, IND_IND_PPE2_DOC, IND_IND_POB2_DOC, IND_IND_PPC2_DOC, IND_IND_PIM2_DOC","3216, 3217, 3218, 3222, 3220, 3221, 3219",All,All,"US, ECHOCARDIOGRAM, TRANSTHORACIC, COMPLETE ",393817,All,pccpriorauths
7598,IN - Ascension - Indiana,19870,5/11/2023,ORDER:IMAGING,22431,950,All,SUBMIT,"IND_IND_MDC2_DOC, IND_IND_PCS2_DOC, IND_IND_PFP2_DOC, IND_IND_PIM2_DOC, IND_IND_POB2_DOC, IND_IND_PPC2_DOC, IND_IND_PPE2_DOC","3216, 3217, 3218, 3219, 3220, 3221, 3222",All,All,EXERCISE STRESS TEST,392256,All,pccpriorauths
7598,IN - Ascension - Indiana,19871,5/11/2023,ORDER:IMAGING,22432,950,All,SUBMIT,"IND_IND_PFP2_DOC, IND_IND_PIM2_DOC, IND_IND_MDC2_DOC, IND_IND_POB2_DOC, IND_IND_PPC2_DOC, IND_IND_PPE2_DOC, IND_IND_PCS2_DOC","3218, 3219, 3216, 3220, 3221, 3222, 3217",All,All,"CARDIOVASCULAR FUNCTION EVALUATION W/ TILT TABLE, CONTINUOUS ECG AND INTERMITTENT BLOOD PRESSURE MONITORING ",439576,All,pccpriorauths
7598,IN - Ascension - Indiana,19872,5/11/2023,ORDER:IMAGING,22433,950,All,SUBMIT,"IND_IND_PPC2_DOC, IND_IND_POB2_DOC, IND_IND_PFP2_DOC, IND_IND_PCS2_DOC, IND_IND_MDC2_DOC, IND_IND_PPE2_DOC, IND_IND_PIM2_DOC","3221, 3220, 3218, 3217, 3216, 3222, 3219",All,All,"NM, UNLISTED SCAN, CARDIOVASCULAR ",395480,All,pccpriorauths
7598,IN - Ascension - Indiana,19873,5/11/2023,ORDER:IMAGING,22434,950,All,SUBMIT,"IND_IND_PPE2_DOC, IND_IND_POB2_DOC, IND_IND_PIM2_DOC, IND_IND_PFP2_DOC, IND_IND_PCS2_DOC, IND_IND_MDC2_DOC, IND_IND_PPC2_DOC","3222, 3220, 3219, 3218, 3217, 3216, 3221",All,All,"US, ECHOCARDIOGRAM, TRANSTHORACIC, LIMITED ",393987,All,pccpriorauths
7598,IN - Ascension - Indiana,19874,5/11/2023,ORDER:IMAGING,22435,950,All,SUBMIT,"IND_IND_PPE2_DOC, IND_IND_PPC2_DOC, IND_IND_POB2_DOC, IND_IND_PIM2_DOC, IND_IND_PFP2_DOC, IND_IND_MDC2_DOC, IND_IND_PCS2_DOC","3222, 3221, 3220, 3219, 3218, 3216, 3217",All,All,"CARDIOVASCULAR STRESS TEST W/ EXERCISE, CONTINUOUS EKG, AND/OR PHARMA ",439096,All,pccpriorauths
7598,IN - Ascension - Indiana,19875,5/11/2023,ORDER:IMAGING,22436,950,All,SUBMIT,"IND_IND_PPE2_DOC, IND_IND_PPC2_DOC, IND_IND_POB2_DOC, IND_IND_PIM2_DOC, IND_IND_PFP2_DOC, IND_IND_MDC2_DOC, IND_IND_PCS2_DOC","3222, 3221, 3220, 3219, 3218, 3216, 3217",All,All,"NM, MYOCARDIAL PERFUSION SCAN ",392110,All,pccpriorauths
7598,IN - Ascension - Indiana,19876,5/11/2023,ORDER:IMAGING,22437,950,All,SUBMIT,"IND_IND_PCS2_DOC, IND_IND_PFP2_DOC, IND_IND_PIM2_DOC, IND_IND_POB2_DOC, IND_IND_PPC2_DOC, IND_IND_MDC2_DOC, IND_IND_PPE2_DOC","3217, 3218, 3219, 3220, 3221, 3216, 3222",All,All,"NM, MYOCARDIAL PERFUSION SCAN, MULTIPLE ",395126,All,pccpriorauths
7598,IN - Ascension - Indiana,19877,5/11/2023,ORDER:IMAGING,22438,950,All,SUBMIT,"IND_IND_PFP2_DOC, IND_IND_PIM2_DOC, IND_IND_POB2_DOC, IND_IND_PPC2_DOC, IND_IND_PCS2_DOC, IND_IND_MDC2_DOC, IND_IND_PPE2_DOC","3218, 3219, 3220, 3221, 3217, 3216, 3222",All,All,"NM, MYOCARDIAL PERFUSION SCAN, W/ STRESS ",409472,All,pccpriorauths
8363,TX - Ascension - Texas,11244,5/3/2023,ORDER:IMAGING,12386,100,Approve,SUBMIT,"SFC_PEDI NEURO_DAVIS LANE, SFC_PEDI NEURO_FAR WEST, SFC_PEDI NEURO_PAVILION 300, SFC_PEDI NEURO_DCN_MOB, SFC_PEDI NEURO_WACO, SFC_PEDI PMR_PAVILION 300","3163, 3640, 3781, 3029, 2952, 3780",All,All,,,"DEXA SCAN, BONE STUDY, CARDIAC IMAGING, CT, MG, MR, NM, US, XR, XC",epilprocedureauths
7598,IN - Ascension - Indiana,5049,5/2/2023,ORDER:IMAGING,5208,990,All,SUBMIT,IND_SMG_HIM_DOC,3089,All,All,,,All,himreferrals
7598,IN - Ascension - Indiana,12441,5/2/2023,ORDER:IMAGING,13047,980,All,SUBMIT,IND_SMG_KVS_DOC,1381,All,All,,,All,[PRACTICESTAFF]
8363,TX - Ascension - Texas,3167,5/1/2023,ORDER:IMAGING,3807,940,All,SUBMIT,"APS_PEDI SRG_CEDAR PRK, APS_PEDI SRG_STRCT 400, APS_PEDI SRG_DCN_MOB, APS_PEDI SRG_STRCT 401, APS_PEDI SRG_WACO, APS_PEDI SRG_BUDA MOB, zFNL_APS_PEDI SRG_DAVIS","2794, 2803, 4087, 3883, 3609, 3547, 3194","cpullin1, jcowen9, lgonzales40, agann, bburg1, jfreitag, kgettig, lseris, sgoldshtrom, swilson99, twarren19, kpretorius1","1452, 1437, 1282, 991, 983, 987, 990, 984, 989, 980, 982, 1880",,,All,apsnporders
8363,TX - Ascension - Texas,4422,5/1/2023,ORDER:IMAGING,5142,500,All,SUBMIT,"APS_PEDI SRG_CEDAR PRK, APS_PEDI SRG_STRCT 400, APS_PEDI SRG_DCN_MOB, APS_PEDI SRG_STRCT 401, APS_PEDI SRG_WACO, APS_PEDI SRG_BUDA MOB, zFNL_APS_PEDI SRG_DAVIS","2794, 2803, 4087, 3883, 3609, 3547, 3194",All,All,,,All,[PROVIDER] STAFF
8967,FL - Ascension - Florida,11687,10/13/2023,ORDER:IMAGING,12117,90,All,SUBMIT,"SVPE_PODIATRY_RS_KING ST, SVPE_PODIATRY_RS_DEPAUL 400, SVPE_PODIATRY_SS_JAB 3004","746, 923, 726",All,All,,,All,podiatryref
9582,MO - Ascension - Gulf Coast,7888,4/28/2023,ORDER:IMAGING,8359,800,All,SUBMIT,"SHMG_PC_DMPK, zCLSD_SHMG_PEDS_DMKT_DMPK","624, 1600",All,All,"DEXA, AXIAL SKELETON ",392756,All,[PROVIDER] STAFF
9582,MO - Ascension - Gulf Coast,7889,4/28/2023,ORDER:IMAGING,8360,800,All,SUBMIT,"SHMG_PC_DMPK, zCLSD_SHMG_PEDS_DMKT_DMPK","624, 1600",All,All,"DEXA, AXIAL SKELETON + VERTEBRAL FRACTURE ASSESSMENT ",395464,All,[PROVIDER] STAFF
9635,TX - Ascension-Waco,7235,4/27/2023,ORDER:IMAGING,7686,100,All,SUBMIT,All,All,jlucas95,585,,,All,jlucasfloor
8967,FL - Ascension - Florida,11550,7/7/2023,ORDER:IMAGING,11980,90,All,SUBMIT,SVPE_CARDIO_SJ_SJMOB,830,All,All,,,All,cardiosjauths
7654,TN - Ascension - Tennessee,432,4/14/2023,ORDER:IMAGING,432,90,All,SUBMIT,"STPS_ST Hrt_Brent, zCLSD_STPS_ST Hrt_Faytvill_Elk, STPS_ST Hrt_Fayetteville, STPS_ST Hrt_Lawren, STPS_ST Hrt_Lewisburg, zCLSD_STPS_ST Hrt_McKenzie, STPS_ST Hrt_McMin, STPS_ST Hrt_Mt Juliet, zCLSD_STPS_ST Hrt_Paducah, STPS_ST Hrt_Paris, STPS_ST Hrt_Parsons, STPS_ST Hrt_Pulaski, STPS_ST Hrt_Russellville, STPS_ST Hrt_Ruth, STPS_ST Hrt_Tompk, STPS_ST Hrt_West, STPS_ST Hrt_CardOnc_West, STPS_ST Hrt_Shelbyville, STPS_Morristown Hrt Failure, STPS_RUTH HRT FAILURE_OP, STPS_Chattanooga Hrt Failure, STPS_Franklin Heart Failure, STPS_Turkey Creek Hrt Failure, STPS_Midtown Hrt Failure_OP, STPS_CLARKSVILLE HEART FAILURE, STPS_ST Hrt_Winchester, STPS_ST Hrt _CardOnc_Midtn, STPS_ST HRT_LEWISBURG_FRNKPROV, STPS_ST HRT_PARIS_WESTPROV, STPS_ST HRT_MT JULIET_MIDTNPROV, STPS_ST Hrt_Clrkvill_Westprov, STPS_West Hrt Failure_OP, STPS_ST Hrt_Clrkvill, STPS_ST Hrt_New Salem, STPS_ST Hrt_Bellevue, STPS_ST Hrt_Smithville, STPS_ST Hrt_Woodbury","307, 131, 22, 136, 25, 418, 63, 268, 150, 164, 321, 137, 70, 83, 283, 237, 1115, 1081, 926, 1082, 993, 1056, 881, 1057, 1055, 86, 994, 1044, 1023, 1041, 1047, 239, 298, 768, 830, 815, 816",All,All,,,All,precertcardwestdiag
9069,AL - Ascension - Alabama,1665,4/12/2023,ORDER:IMAGING,1685,900,All,SUBMIT,"zCLSD_VPS_CARDIOLOGY_SPECIALISTS_MORGAN RD, VPS_CARDIOLOGY_GARDENDALE, zCLSD_VPS_CARDIOLOGY_CHILDERSBURG, VPS_CARDIOLOGY_POB II","265, 293, 257, 218",All,All,NUCLEAR STRESS TEST,424894,All,cardionuccath
9069,AL - Ascension - Alabama,2022,4/12/2023,ORDER:IMAGING,2042,900,All,SUBMIT,VPS_CARDIOLOGY_SPECIALISTS_HOOVER,219,All,All,,,All,cardionuccath
8363,TX - Ascension - Texas,12070,4/10/2023,ORDER:IMAGING,13252,500,All,SUBMIT,All,All,"kkim82, jgrimm17, garnaoutakis","4249, 4230, 4159",,,All,cvsurgauths
7654,TN - Ascension - Tennessee,7496,4/6/2023,ORDER:IMAGING,7870,85,All,SUBMIT,"STMP_HENDERSONVILLE_PRIM CARE, STPS_ST Hrt_Gdltvill","713, 311",All,All,CARDIAC MONITOR,392646,All,ziogoodlettsville
8967,FL - Ascension - Florida,10683,11/30/2023,ORDER:IMAGING,11095,90,All,SUBMIT,SVPE_URO_SJ_SJMOB,847,All,All,,,All,offboardurosjmob
7598,IN - Ascension - Indiana,13476,3/28/2023,ORDER:IMAGING,14278,980,All,SUBMIT,zFNL_IND_OCC_CUMBERLAND OCC HLTH,3553,All,All,,,All,occstaffhaz
7654,TN - Ascension - Tennessee,22,3/16/2023,ORDER:IMAGING,22,100,All,SUBMIT,"STPS_NMG_Grace Hlthcr_Frank_NH, STPS_NMG_Grace Hlthcr_Frank_SNU, STPS_NMG_Grn Hll Hlth Rehab Ctr_NH, STPS_NMG_Grn Hll Hlth Rehab Ctr_SNU, STPS_NMG_Heritage_Brent_NH, STPS_NMG_Heritage_Brent_SNU, STPS_NMG_Hmwod Brkmnt Ter_ALF, STPS_NMG_Hrtlnd Lkshr_NH, STPS_NMG_Hrtlnd Lkshr_SNU, STPS_NMG_LAB, STPS_NMG_Lebanon Digestive Disease Asso, STPS_NMG_Lebanon Endoscopy Ctr_ASC, STPS_NMG_Meadows Lkshr_NH, STPS_NMG_Midtn_ER, STPS_NMG_Midtn_IP, STPS_NMG_Midtn_OP, zFNL_STPS_NMG_Mt Juliet, STPS_NMG_Mt Juliet Hlthcr_NH, STPS_NMG_Mt Juliet Hlthcr_SNU, STPS_NMG_Mt Juliet_Cedars_NH, STPS_NMG_Mt Juliet_Leb Hlth Rhb Ctr_NH, STPS_NMG_Mt Juliet_Pavilion CPC_NH, STPS_NMG_Mt Juliet_Pavilion CPC_SNF, STPS_NMG_Mt Juliet_Quality Care_NH, STPS_NMG_Mt Juliet_ST Slp Med_Midtn, STPS_NMG_Mt Juliet_ST Slp Med_West, STPS_NMG_Mt Juliet_UMC_IP, STPS_NMG_Mt Juliet_UMC_OP, STPS_NMG_NHC Hlthcr_Frank_NH, STPS_NMG_NHC Pl_CoolSprg_ALF, STPS_NMG_NHC Pl_CoolSprg_HOS, STPS_NMG_NHC Pl_CoolSprg_NH, STPS_NMG_NHC Pl_CoolSprg_SNU, STPS_NMG_Nash Endoscopy Ctr_ASC, STPS_NMG_Richland Pl_ALF, STPS_NMG_Richland Pl_NH, STPS_NMG_Richland Pl_SNU, STPS_NMG_ST Slp Specl_Midtn, STPS_NMG_ST West Hosp_IP, STPS_NMG_Select Specialty_IP, STPS_NMG_Signature_Hlthcr_Nash_SNU, STPS_NMG_Skyline Med Ctr_ER, STPS_NMG_Skyline Med Ctr_IP, STPS_NMG_Skyline Med Ctr_OP, STPS_NMG_Southern Hills MC_IP, STPS_NMG_Southern Hills MC_OP, STPS_NMG_Stonecrest Med Ctr_IP, STPS_NMG_Summit Med Ctr_IP, STPS_NMG_Trevecca_Hlth_Rhb, zFNL_STPS_NMG_West, STPS_NMG_West_Carestone_Brent_ALF, STPS_NMG_West_Centennial Hos_IP, STPS_NMG_West_Centennial Hos_OP, STPS_NMG_West_Gd Sam Hlth Rehab_NH, STPS_NMG_West_Gd Sam Hlth Rehab_SNU, STPS_NMG_West_Grn Hll Hlth Rehab_SNU, STPS_NMG_West_ST West Hosp_IP, STPS_NMG_West_ST West Hosp_OP, STPS_NMG_West_Woodcrest Blakeford_SNU, STPS_NMG_Westmeade Pl_NH, STPS_NMG_Westmeade Pl_SNU, STPS_Organ Transplant_ST West Hosp_ER, STPS_Organ Transplant_ST West Hosp_HOPD, STPS_Organ Transplant_ST West Hosp_IP, STPS_Organ Transplant_ST West Hosp_OP, STPS_Our Mission In Motion_MU, STPS_Palliative_CHF_West_OP, zCLSD_STPS_ST Bariatric Specl, STPS_ST Bariatric Specl_Colum, STPS_ST Bariatric Specl_ST Midtn_ER, STPS_ST Bariatric Specl_ST Midtn_IP, STPS_ST Bariatric Specl_ST Midtn_OP, STPS_ST Breast Specl_Murf, STPS_ST Breast Specl_West, STPS_ST Cardv Surg, STPS_ST Cardv Surg_ST West Hosp_ER, STPS_ST Cardv Surg_ST West Hosp_IP, STPS_ST Cardv Surg_ST West Hosp_OP, zCLSD_STPS_ST Comm Hlth Ctr_Eagle, STPS_ST Endo Surg Specl_Centennial_IP, STPS_ST Endo Surg Specl_Centennial_OP, STPS_ST Endo Surg Specl_ST Midtn_ER, STPS_ST Endo Surg Specl_ST Midtn_IP, STPS_ST Endo Surg Specl_ST Midtn_OP, STPS_ST GynOnc Specl_Centennial_ER, STPS_ST GynOnc Specl_Centennial_IP, STPS_ST GynOnc Specl_Centennial_OP, STPS_ST GynOnc Specl_ST Midtn_ER, STPS_ST GynOnc Specl_ST Midtn_IP, STPS_ST GynOnc Specl_ST Midtn_OP, STPS_ST GynOnc Specl_ST West Hos_ER, STPS_ST GynOnc Specl_ST West Hos_IP, STPS_ST GynOnc Specl_ST West Hos_OP, STPS_ST GynOnc Specl_Summit MC_ER, STPS_ST GynOnc Specl_Summit MC_IP, STPS_ST GynOnc Specl_Summit MC_OP, STPS_West Hrt Failure_OP, zCLSD_STPS_ST Hrt Lung Vasc Surg, STPS_ST Hrt Lung Vasc Surg_Carthage, STPS_ST Hrt Lung Vasc Surg_Dekalb Cnty, STPS_ST Hrt Lung Vasc Surg_Gallatin, STPS_ST Hrt Lung Vasc Surg_HrtWaverly, STPS_ST Hrt Lung Vasc Surg_Midtn_ER, STPS_ST Hrt Lung Vasc Surg_Midtn_IP, STPS_ST Hrt Lung Vasc Surg_Midtn_OP, STPS_ST Hrt Lung Vasc Surg_Midtn_Wound_OP, STPS_ST Hrt Lung Vasc Surg_Ruth_De_410, STPS_ST Hrt Lung Vasc Surg_ST West Hosp_ER, STPS_ST Hrt Lung Vasc Surg_ST West Hosp_IP, STPS_ST Hrt Lung Vasc Surg_ST West Hosp_OP, STPS_ST Hrt Lung Vasc Surg_Three Rivers_ER, STPS_ST Hrt Lung Vasc Surg_Three Rivers_IP, STPS_ST Hrt Lung Vasc Surg_Three Rivers_OP, STPS_ST Hrt_Brent, STPS_ST Hrt_Carthage, STPS_ST Hrt_Clrkvill, STPS_ST Hrt_Clrkvill_CSC_ASC, STPS_ST Hrt_Clrkvill_Gateway MC_ER, STPS_ST Hrt_Clrkvill_Gateway MC_IP, STPS_ST Hrt_Clrkvill_Gateway MC_OP, ...(534)","36, 37, 178, 179, 312, 313, 475, 169, 170, 356, 472, 471, 308, 113, 114, 115, 269, 153, 154, 645, 646, 647, 648, 649, 357, 358, 650, 651, 138, 132, 133, 134, 135, 156, 275, 277, 276, 162, 213, 127, 439, 659, 174, 175, 526, 644, 92, 290, 519, 233, 286, 142, 143, 266, 267, 180, 214, 215, 2, 5, 6, 458, 457, 455, 456, 12, 673, 128, 703, 116, 117, 118, 74, 235, 236, 225, 217, 216, 173, 524, 525, 424, 425, 426, 467, 459, 460, 468, 461, 462, 469, 463, 464, 470, 465, 466, 239, 124, 503, 281, 496, 423, 96, 97, 98, 123, 419, 504, 505, 506, 257, 258, 259, 307, 21, 298, 654, 299, 300, 301, 725, 484, 509, 510, 511, 508, 507, 473, 474, 482, 483, 316, 449, 48, 39, 131, 22, 355, 250, 165, 287, 288, 289, 311, 310, 76, 77, 78, 151, 261, 291, 292, 293, 136, 4, 3, 51, 52, 53, 716, 25, 67, 418, 63, 354, 57, 58, 140, 422, 420, 723, 139, 46, 47, 93, 94, 101, 125, 126, 19, 20, 260, 446, 447, 535, 724, 205, 206, 245, 246, 247, 268, 150, 164, 166, 167, 168, 321, 318, 330, 331, 332, 334, 335, 333, 336, 337, 338, 339, 340, 137, 70, 83, 431, 442, 536, 82, 187, 188, 189, 9, 432, 329, 666, 448, 264, 283, 80, 81, 444, 445, 438, 79, 433, 434, 256, 237, 705, 65, 66, 234, 241, 211, 212, 230, 240, 86, 499, 497, 498, 15, 710, 711, 726, 491, 18, 129, 734, 730, 801, 533, 453, 671, 714, 715, 780, 130, 314, 315, 10, 677, 176, 177, 322, 323, 146, 147, 42, 43, 49, 50, 272, 305, 653, 481, 95, 352, 89, 274, 184, 182, 183, 273, 71, 435, 181, 185, 186, 90, 73, 328, 72, 11, 527, 430, 429, 428, 450, 388, 387, 386, 718, 360, 105, 106, 382, 381, 380, 363, 362, 361, 385, 384, 383, 366, 365, 364, 369, 368, 367, 679, 515, 516, 517, 220, 218, 219, 317, 152, 440, 29, 30, 75, 56, 59, 60, 64, 112, 221, 222, 280, 441, 242, 248, 249, 253, 492, 493, 370, 192, 193, 373, 371, 372, 661, 662, 663, 376, 374, 375, 379, 377, 378, 720, 717, 721, 667, 477, 244, 537, 454, 200, 201, 202, 223, 224, 17, 405, 406, 407, 414, 415, 416, 389, 390, 391, 408, 409, 410, 402, 436, 403, 404, 210, 208, 209, 401, 395, 396, 397, 411, 412, 413, 398, 399, 400, 437, 392, 393, 394, 512, 513, 514, 520, 706, 254, 13, 271, 478, 521, 91, 14, 719, 480, 490, 489, 487, 279, 278, 120, 121, 122, 674, 675, 676, 488, 655, 502, 500, 501, 343, 55, 44, 26, 27, 344, 570, 707, 568, 569, 571, 572, 573, 574, 575, 576, 577, 578, 579, 580, 581, 582, 583, 584, 585, 586, 587, 588, 589, 545, 591, 592, 593, 590, 594, 665, 547, 550, 548, 670, 722, 543, 542, 560, 567, 540, 558, 565, 549, 553, 664, 541, 557, 564, 559, 566, 555, 562, 554, 561, 539, 668, 669, 552, 551, 556, 563, 658, 601, 602, 603, 621, 622, 623, 624, 656, 657, 606, 607, 608, 609, 611, 612, 613, 614, 615, 616, 617, 618, 619, 620, 610, 678, 697, 682, 709, 712, 708, 681, 696, 680, 683, 684, 704, 687, 686, 698, 699, 685, 700, 690, 688, 689, 701, 692, 691, 695, 693, 694, 702, 625, 626, 627, 628, 629, 630, 632, 633, 636, 637, 638, 639, 640, 641, 634, 642, 643, 635, 631, 595, 596, 597, 598, 599, 600, 28, 342, 141, 495, 485, 494, 227, 228, 155, 652, 341, 38, 319, 320, 31, 32, 203, 204, 33, 34, 35, 302, 303, 304, 68, 69, 23, 24, 284, 285, 61, 62, 84, 85, 7, 8, 148, 149, 532, 87, 40, 427, 99, 104, 102, 103, 451, 534, 522, 160, 518, 207, 353, 255, 309, 1132, 973, 975, 836",All,All,,,All,[PROVIDER] STAFF
9635,TX - Ascension-Waco,6788,3/16/2023,ORDER:IMAGING,7239,70,All,SUBMIT,PHA_PFHC_Lacy Lakeview,143,wfrench3,233,,,All,jfrenchfloor
9069,AL - Ascension - Alabama,2614,3/15/2023,ORDER:IMAGING,2654,1000,All,SUBMIT,VPS_VESTAVIA_BHAM,251,"hjost, ctobedonohue1, jcolvard1, chuner1, ahewitt16","565, 531, 564, 335, 638",,,All,vestaviareferrals
380,IL - Alexian Brothers Medical Group,11891,3/14/2023,ORDER:IMAGING,13615,1,All,SUBMIT,ABMG - C3 CLINIC,2814,All,All,,,All,oahrefcoord
7654,TN - Ascension - Tennessee,2212,3/9/2023,ORDER:IMAGING,2292,80,All,SUBMIT,"STPS_ST Hrt_Brent, zCLSD_STPS_ST Hrt_Faytvill_Elk, STPS_ST Hrt_Fayetteville, STPS_ST Hrt_Lawren, STPS_ST Hrt_Lebanon, STPS_ST Hrt_Lewisburg, zCLSD_STPS_ST Hrt_McKenzie, STPS_ST Hrt_McMin, STPS_ST Hrt_Mt Juliet, zCLSD_STPS_ST Hrt_Paducah, STPS_ST Hrt_Paris, STPS_ST Hrt_Parsons, STPS_ST Hrt_Pulaski, STPS_ST Hrt_Russellville, STPS_ST Hrt_Ruth, STPS_ST Hrt_Tompk, STPS_ST Hrt_West, STPS_ST Hrt_CardOnc_West, STPS_ST Hrt_Gallatin, STPS_ST Hrt_Gallatin_St Blaise, STPS_Morristown Hrt Failure, STPS_Franklin Heart Failure, STPS_Turkey Creek Hrt Failure, STPS_RUTH HRT FAILURE_OP, STPS_CLARKSVILLE HEART FAILURE, STPS_West Hrt Failure_OP, STPS_Chattanooga Hrt Failure, STPS_Midtown Hrt Failure_OP, STPS_ST Hrt _CardOnc_Midtn, STPS_ST Hrt_Sparta, STPS_ST Hrt_Shelbyville, STPS_ST Hrt_Sparta Ruth, STPS_ST Hrt_Clrkvill, STPS_ST Hrt_Smithville, STPS_ST Hrt_Woodbury, STPS_ST Hrt_Bellevue, STPS_ST Hrt_Smyrna, STPS_ST Hrt_New Salem","307, 131, 22, 136, 4, 25, 418, 63, 268, 150, 164, 321, 137, 70, 83, 283, 237, 1115, 165, 836, 926, 1056, 881, 1082, 1055, 239, 993, 1057, 994, 448, 1081, 1016, 298, 815, 816, 830, 666, 768",All,All,"US, ECHOCARDIOGRAM, TRANSESOPHAGEAL ",393816,All,precertcardwestproc
