,CONTEXT_ID,CONTEXT_NAME,TAO ID,Last Modified Date,Document Class/Subclass,Document Class/Subclass ID,Ordering,Action,Next Status,Department,Department ID,Provider,Provider ID,Order Type,Order Type ID,Order Genus,Assigned To
26,8967,FL - Ascension - Florida,4866,6/16/2023,ORDER:IMAGING,5048,95,All,SUBMIT,zFNL_SVPE_PULM_CC_CCMMOB 310, 161,All,All,All,All,All,[PROVIDER] STAFF
27,8967,FL - Ascension - Florida,4866,6/16/2023,ORDER:IMAGING,5048,95,All,SUBMIT,zFNL_SVPE_PULM_SS_BAYMEADOWS, 576,All,All,All,All,All,[PROVIDER] STAFF
28,8967,FL - Ascension - Florida,4866,6/16/2023,ORDER:IMAGING,5048,95,All,SUBMIT,zFNL_SVPE_PULM_SS_ROGER MAIN 345, 351,All,All,All,All,All,[PROVIDER] STAFF
29,8967,FL - Ascension - Florida,4866,6/16/2023,ORDER:IMAGING,5048,95,All,SUBMIT,zCLSD_SVPE_PULM_SS_ROGER MAIN 108, 632,All,All,All,All,All,[PROVIDER] STAFF
30,8967,FL - Ascension - Florida,4866,6/16/2023,ORDER:IMAGING,5048,95,All,SUBMIT,zCLSD_SVPE_PULM_CC_CCMOB100, 481,All,All,All,All,All,[PROVIDER] STAFF
31,8967,FL - Ascension - Florida,4866,6/16/2023,ORDER:IMAGING,5048,95,All,SUBMIT,SVPE_PULM_RS_CCMOB100, 474,All,All,All,All,All,[PROVIDER] STAFF
32,8967,FL - Ascension - Florida,4866,6/16/2023,ORDER:IMAGING,5048,95,All,SUBMIT,SVPE_PULM_RS_DILLON 625_HOPD, 895,All,All,All,All,All,[PROVIDER] STAFF
33,8967,FL - Ascension - Florida,4866,6/16/2023,ORDER:IMAGING,5048,95,All,SUBMIT,SVPE_PULM_SS_ROGER MAIN 108_HOPD, 893,All,All,All,All,All,[PROVIDER] STAFF
34,8967,FL - Ascension - Florida,4866,6/16/2023,ORDER:IMAGING,5048,95,All,SUBMIT,SVPE_PULM_CC_CCMOB100_HOPD,892,All,All,All,All,All,[PROVIDER] STAFF
35,8967,FL - Ascension - Florida,4954,5/18/2022,ORDER:IMAGING,5136,95,All,SUBMIT,zCLSD_SVPE_GS_RS_DILLON 630, 67,kjones169,79,All,All,All,gsimaging
36,8967,FL - Ascension - Florida,4954,5/18/2022,ORDER:IMAGING,5136,95,All,SUBMIT,SVPE_GS_RS_EDGEWOOD, 68,kjones169,79,All,All,All,gsimaging
37,8967,FL - Ascension - Florida,4954,5/18/2022,ORDER:IMAGING,5136,95,All,SUBMIT,SVPE_GS_RS_DEPAUL 435,805,kjones169,79,All,All,All,gsimaging
38,8967,FL - Ascension - Florida,4968,11/7/2017,ORDER:IMAGING,5150,95,All,SUBMIT,SVFC_UC_MANDARIN, 356,All,All,All,All,All,optimalimagingman
39,8967,FL - Ascension - Florida,4968,11/7/2017,ORDER:IMAGING,5150,95,All,SUBMIT,SVFC_UC_CR210,434,All,All,All,All,All,optimalimagingman
40,8967,FL - Ascension - Florida,5716,11/9/2017,ORDER:IMAGING,5901,95,All,SUBMIT,zCLSD_SVPE_NEURO_CC_CCMOB 310,269,All,All,All,All,All,[PROVIDER] STAFF
41,8967,FL - Ascension - Florida,6057,4/16/2018,ORDER:IMAGING,6218,95,All,SUBMIT,SVPE_NEURO_SS_JAB 1100,94,All,All,All,All,All,neurossoutreferral
42,8967,FL - Ascension - Florida,6145,7/15/2018,ORDER:IMAGING,6331,95,All,SUBMIT,zCLSD_SVPE_PRIMARY_OAK ST, 193,All,All,All,All,"MG, MR, NM, US, XC, CT, ARTH, interventional radiology, VASCULAR STUDY, UROLOGY, TEMPERATURE STUDY, OPHTHALMOLOGY, NEURO, GI STUDY, CARDIAC IMAGING, BONE STUDY, DEXA SCAN, OTOLOGY TESTS, PT",dillonoakrefs
43,8967,FL - Ascension - Florida,6145,7/15/2018,ORDER:IMAGING,6331,95,All,SUBMIT,SVPE_PRIMARY_DILLON 330,128,All,All,All,All,"MG, MR, NM, US, XC, CT, ARTH, interventional radiology, VASCULAR STUDY, UROLOGY, TEMPERATURE STUDY, OPHTHALMOLOGY, NEURO, GI STUDY, CARDIAC IMAGING, BONE STUDY, DEXA SCAN, OTOLOGY TESTS, PT",dillonoakrefs
44,8967,FL - Ascension - Florida,6154,6/18/2018,ORDER:IMAGING,6339,95,All,SUBMIT,SVPE_PULM_CC_CCMOB 240,491,All,All,All,All,"US, PT, MR, interventional radiology, CT",pulmoptestccmob
45,8967,FL - Ascension - Florida,6155,6/18/2018,ORDER:IMAGING,6340,95,All,SUBMIT,SVPE_PULM_CC_KINGSLEY,489,All,All,All,All,"US, PT, interventional radiology, CT, MR",pulmoptestkingsley
46,8967,FL - Ascension - Florida,13365,12/27/2023,ORDER:IMAGING,13796,95,All,SUBMIT,zCLSD_SVPE_RHEUM_RS_SVRS OP, 178,All,All,All,All,All,rheumoutrs
47,8967,FL - Ascension - Florida,13365,12/27/2023,ORDER:IMAGING,13796,95,All,SUBMIT,zCLSD_SVPE_RHEUM_RS_SVSS OP, 181,All,All,All,All,All,rheumoutrs
48,8967,FL - Ascension - Florida,13365,12/27/2023,ORDER:IMAGING,13796,95,All,SUBMIT,zCLSD_SVPE_RHEUM_RS_SVSS IP, 180,All,All,All,All,All,rheumoutrs
49,8967,FL - Ascension - Florida,13365,12/27/2023,ORDER:IMAGING,13796,95,All,SUBMIT,zCLSD_SVPE_RHEUM_RS_SVRS_ER, 179,All,All,All,All,All,rheumoutrs
50,8967,FL - Ascension - Florida,13365,12/27/2023,ORDER:IMAGING,13796,95,All,SUBMIT,zCLSD_SVPE_RHEUM_RS_SVSS_ER, 182,All,All,All,All,All,rheumoutrs
51,8967,FL - Ascension - Florida,13365,12/27/2023,ORDER:IMAGING,13796,95,All,SUBMIT,zCLSD_SVPE_RHEUM_RS_SVRS IP, 177,All,All,All,All,All,rheumoutrs
52,8967,FL - Ascension - Florida,13365,12/27/2023,ORDER:IMAGING,13796,95,All,SUBMIT,zCLSD_SVPE_RHEUM_RS_DILLON 601, 176,All,All,All,All,All,rheumoutrs
53,8967,FL - Ascension - Florida,13365,12/27/2023,ORDER:IMAGING,13796,95,All,SUBMIT,zCLSD_SVPE_RHEUM_RS_DILLON 333, 350,All,All,All,All,All,rheumoutrs
54,8967,FL - Ascension - Florida,13365,12/27/2023,ORDER:IMAGING,13796,95,All,SUBMIT,SVPE_RHEUM_RS_DILLON 333_HOPD,883,All,All,All,All,All,rheumoutrs
55,8967,FL - Ascension - Florida,13367,12/27/2023,ORDER:IMAGING,13798,95,All,SUBMIT,zCLSD_SVPE_RHEUM_CC_PARK 2233, 561,All,All,All,All,All,rheumoutclay
56,8967,FL - Ascension - Florida,13367,12/27/2023,ORDER:IMAGING,13798,95,All,SUBMIT,zCLSD_SVPE_RHEUM_CC_PARK 2300, 455,All,All,All,All,All,rheumoutclay
57,8967,FL - Ascension - Florida,13367,12/27/2023,ORDER:IMAGING,13798,95,All,SUBMIT,SVPE_RHEUM_CC_Park 2300_HOPD,882,All,All,All,All,All,rheumoutclay
58,8967,FL - Ascension - Florida,362,11/6/2017,ORDER:IMAGING,362,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,All,All,All,All,"XRAY, XR",fmcxray
59,8967,FL - Ascension - Florida,776,6/18/2023,ORDER:IMAGING,816,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,bchristian11, 1133,All,All,All,fmcreferralone
60,8967,FL - Ascension - Florida,776,6/18/2023,ORDER:IMAGING,816,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,ikinman, 764,All,All,All,fmcreferralone
61,8967,FL - Ascension - Florida,776,6/18/2023,ORDER:IMAGING,816,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,ccherian1, 756,All,All,All,fmcreferralone
62,8967,FL - Ascension - Florida,776,6/18/2023,ORDER:IMAGING,816,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,fvelazquez2, 549,All,All,All,fmcreferralone
63,8967,FL - Ascension - Florida,776,6/18/2023,ORDER:IMAGING,816,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,tjohnson284, 545,All,All,All,fmcreferralone
64,8967,FL - Ascension - Florida,776,6/18/2023,ORDER:IMAGING,816,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,lwoodard5, 551,All,All,All,fmcreferralone
65,8967,FL - Ascension - Florida,776,6/18/2023,ORDER:IMAGING,816,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,jmaione, 546,All,All,All,fmcreferralone
66,8967,FL - Ascension - Florida,776,6/18/2023,ORDER:IMAGING,816,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,jbennett56, 543,All,All,All,fmcreferralone
67,8967,FL - Ascension - Florida,776,6/18/2023,ORDER:IMAGING,816,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,jdiefenderfer, 478,All,All,All,fmcreferralone
68,8967,FL - Ascension - Florida,776,6/18/2023,ORDER:IMAGING,816,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,sjohnson221, 287,All,All,All,fmcreferralone
69,8967,FL - Ascension - Florida,776,6/18/2023,ORDER:IMAGING,816,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,rkawa, 252,All,All,All,fmcreferralone
70,8967,FL - Ascension - Florida,776,6/18/2023,ORDER:IMAGING,816,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,rraspa, 150,All,All,All,fmcreferralone
71,8967,FL - Ascension - Florida,776,6/18/2023,ORDER:IMAGING,816,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,mpeterson26, 255,All,All,All,fmcreferralone
72,8967,FL - Ascension - Florida,776,6/18/2023,ORDER:IMAGING,816,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,mmahmoodi, 99,All,All,All,fmcreferralone
73,8967,FL - Ascension - Florida,776,6/18/2023,ORDER:IMAGING,816,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,jhamilton24, 251,All,All,All,fmcreferralone
74,8967,FL - Ascension - Florida,776,6/18/2023,ORDER:IMAGING,816,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,delhassan, 249,All,All,All,fmcreferralone
75,8967,FL - Ascension - Florida,776,6/18/2023,ORDER:IMAGING,816,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,dvanloock, 197,All,All,All,fmcreferralone
76,8967,FL - Ascension - Florida,776,6/18/2023,ORDER:IMAGING,816,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,jatwell1, 1131,All,All,All,fmcreferralone
77,8967,FL - Ascension - Florida,776,6/18/2023,ORDER:IMAGING,816,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,harn, 1130,All,All,All,fmcreferralone
78,8967,FL - Ascension - Florida,776,6/18/2023,ORDER:IMAGING,816,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,cwainwright4,1137,All,All,All,fmcreferralone
79,8967,FL - Ascension - Florida,1402,7/31/2023,ORDER:IMAGING,1454,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,sschellhorn3, 1068,All,All,All,fmcreferraltwo
80,8967,FL - Ascension - Florida,1402,7/31/2023,ORDER:IMAGING,1454,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,shill94, 481,All,All,All,fmcreferraltwo
81,8967,FL - Ascension - Florida,1402,7/31/2023,ORDER:IMAGING,1454,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,sescobar5, 482,All,All,All,fmcreferraltwo
82,8967,FL - Ascension - Florida,1402,7/31/2023,ORDER:IMAGING,1454,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,bgray21, 483,All,All,All,fmcreferraltwo
83,8967,FL - Ascension - Florida,1402,7/31/2023,ORDER:IMAGING,1454,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,sarnold42, 757,All,All,All,fmcreferraltwo
84,8967,FL - Ascension - Florida,1402,7/31/2023,ORDER:IMAGING,1454,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,bmalouff, 762,All,All,All,fmcreferraltwo
85,8967,FL - Ascension - Florida,1402,7/31/2023,ORDER:IMAGING,1454,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,lling1, 552,All,All,All,fmcreferraltwo
86,8967,FL - Ascension - Florida,1402,7/31/2023,ORDER:IMAGING,1454,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,kwade14, 550,All,All,All,fmcreferraltwo
87,8967,FL - Ascension - Florida,1402,7/31/2023,ORDER:IMAGING,1454,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,jshonk, 548,All,All,All,fmcreferraltwo
88,8967,FL - Ascension - Florida,1402,7/31/2023,ORDER:IMAGING,1454,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,dazueta, 542,All,All,All,fmcreferraltwo
89,8967,FL - Ascension - Florida,1402,7/31/2023,ORDER:IMAGING,1454,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,ahyman1, 544,All,All,All,fmcreferraltwo
90,8967,FL - Ascension - Florida,1402,7/31/2023,ORDER:IMAGING,1454,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,wcody1, 31,All,All,All,fmcreferraltwo
91,8967,FL - Ascension - Florida,1402,7/31/2023,ORDER:IMAGING,1454,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,pcaseley, 248,All,All,All,fmcreferraltwo
92,8967,FL - Ascension - Florida,1402,7/31/2023,ORDER:IMAGING,1454,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,kfazio1, 250,All,All,All,fmcreferraltwo
93,8967,FL - Ascension - Florida,1402,7/31/2023,ORDER:IMAGING,1454,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,facholonu, 1,All,All,All,fmcreferraltwo
94,8967,FL - Ascension - Florida,1402,7/31/2023,ORDER:IMAGING,1454,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,shill179, 946,All,All,All,fmcreferraltwo
95,8967,FL - Ascension - Florida,1402,7/31/2023,ORDER:IMAGING,1454,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,kwilliams622, 1138,All,All,All,fmcreferraltwo
96,8967,FL - Ascension - Florida,1402,7/31/2023,ORDER:IMAGING,1454,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,kmoore307, 1135,All,All,All,fmcreferraltwo
97,8967,FL - Ascension - Florida,1402,7/31/2023,ORDER:IMAGING,1454,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,rgeorge15, 809,All,All,All,fmcreferraltwo
98,8967,FL - Ascension - Florida,1402,7/31/2023,ORDER:IMAGING,1454,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,cmoison, 948,All,All,All,fmcreferraltwo
99,8967,FL - Ascension - Florida,1402,7/31/2023,ORDER:IMAGING,1454,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,anavone, 949,All,All,All,fmcreferraltwo
100,8967,FL - Ascension - Florida,1402,7/31/2023,ORDER:IMAGING,1454,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,mvargas216, 1860,All,All,All,fmcreferraltwo
101,8967,FL - Ascension - Florida,1402,7/31/2023,ORDER:IMAGING,1454,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,eabernethy1, 1852,All,All,All,fmcreferraltwo
102,8967,FL - Ascension - Florida,1402,7/31/2023,ORDER:IMAGING,1454,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,bbess5, 1853,All,All,All,fmcreferraltwo
103,8967,FL - Ascension - Florida,1402,7/31/2023,ORDER:IMAGING,1454,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,lalley3, 1309,All,All,All,fmcreferraltwo
104,8967,FL - Ascension - Florida,1402,7/31/2023,ORDER:IMAGING,1454,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,jthompson455, 1771,All,All,All,fmcreferraltwo
105,8967,FL - Ascension - Florida,1402,7/31/2023,ORDER:IMAGING,1454,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,oaboushaar, 1559,All,All,All,fmcreferraltwo
106,8967,FL - Ascension - Florida,1402,7/31/2023,ORDER:IMAGING,1454,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,tfillmer1, 1552,All,All,All,fmcreferraltwo
107,8967,FL - Ascension - Florida,1402,7/31/2023,ORDER:IMAGING,1454,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,tflot, 1553,All,All,All,fmcreferraltwo
108,8967,FL - Ascension - Florida,1402,7/31/2023,ORDER:IMAGING,1454,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,tbrew2, 479,All,All,All,fmcreferraltwo
109,8967,FL - Ascension - Florida,1402,7/31/2023,ORDER:IMAGING,1454,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,cwatson146,1379,All,All,All,fmcreferraltwo
110,8967,FL - Ascension - Florida,1407,6/18/2023,ORDER:IMAGING,1459,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,sazam13, 1550,All,All,All,fmcreferralthree
111,8967,FL - Ascension - Florida,1407,6/18/2023,ORDER:IMAGING,1459,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,cprice30, 475,All,All,All,fmcreferralthree
112,8967,FL - Ascension - Florida,1407,6/18/2023,ORDER:IMAGING,1459,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,tsoldo, 176,All,All,All,fmcreferralthree
113,8967,FL - Ascension - Florida,1407,6/18/2023,ORDER:IMAGING,1459,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,nkhan15, 253,All,All,All,fmcreferralthree
114,8967,FL - Ascension - Florida,1407,6/18/2023,ORDER:IMAGING,1459,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,nmarrow, 101,All,All,All,fmcreferralthree
115,8967,FL - Ascension - Florida,1407,6/18/2023,ORDER:IMAGING,1459,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,msolano3, 175,All,All,All,fmcreferralthree
116,8967,FL - Ascension - Florida,1407,6/18/2023,ORDER:IMAGING,1459,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,jlargen, 254,All,All,All,fmcreferralthree
117,8967,FL - Ascension - Florida,1407,6/18/2023,ORDER:IMAGING,1459,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,dmurphree, 118,All,All,All,fmcreferralthree
118,8967,FL - Ascension - Florida,1407,6/18/2023,ORDER:IMAGING,1459,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,dmcinnesmd, 107,All,All,All,fmcreferralthree
119,8967,FL - Ascension - Florida,1407,6/18/2023,ORDER:IMAGING,1459,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,lbrown117, 18,All,All,All,fmcreferralthree
120,8967,FL - Ascension - Florida,1407,6/18/2023,ORDER:IMAGING,1459,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,dmunn3, 759,All,All,All,fmcreferralthree
121,8967,FL - Ascension - Florida,1407,6/18/2023,ORDER:IMAGING,1459,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,charmon17, 763,All,All,All,fmcreferralthree
122,8967,FL - Ascension - Florida,1407,6/18/2023,ORDER:IMAGING,1459,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,shamm5, 945,All,All,All,fmcreferralthree
123,8967,FL - Ascension - Florida,1407,6/18/2023,ORDER:IMAGING,1459,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,fmoreno3, 836,All,All,All,fmcreferralthree
124,8967,FL - Ascension - Florida,1407,6/18/2023,ORDER:IMAGING,1459,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,dcarter49, 530,All,All,All,fmcreferralthree
125,8967,FL - Ascension - Florida,1407,6/18/2023,ORDER:IMAGING,1459,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,dcarter50, 529,All,All,All,fmcreferralthree
126,8967,FL - Ascension - Florida,1407,6/18/2023,ORDER:IMAGING,1459,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,jescalante8, 1551,All,All,All,fmcreferralthree
127,8967,FL - Ascension - Florida,1407,6/18/2023,ORDER:IMAGING,1459,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,kbohn4, 1854,All,All,All,fmcreferralthree
128,8967,FL - Ascension - Florida,1407,6/18/2023,ORDER:IMAGING,1459,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,biyengar, 1288,All,All,All,fmcreferralthree
129,8967,FL - Ascension - Florida,1407,6/18/2023,ORDER:IMAGING,1459,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,kfergiani1, 944,All,All,All,fmcreferralthree
130,8967,FL - Ascension - Florida,1407,6/18/2023,ORDER:IMAGING,1459,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,htramel, 928,All,All,All,fmcreferralthree
131,8967,FL - Ascension - Florida,1407,6/18/2023,ORDER:IMAGING,1459,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,gbundley, 943,All,All,All,fmcreferralthree
132,8967,FL - Ascension - Florida,1407,6/18/2023,ORDER:IMAGING,1459,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,bleo2, 947,All,All,All,fmcreferralthree
133,8967,FL - Ascension - Florida,1407,6/18/2023,ORDER:IMAGING,1459,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,ssholar, 477,All,All,All,fmcreferralthree
134,8967,FL - Ascension - Florida,1407,6/18/2023,ORDER:IMAGING,1459,90,All,SUBMIT,SVFM_FAMMED_RIVERSIDE,189,aallem2,1549,All,All,All,fmcreferralthree
135,8967,FL - Ascension - Florida,2703,4/25/2019,ORDER:IMAGING,2783,90,All,SUBMIT,SVPE_CARDIO_WAYX_ALMA, 52,All,All,All,All,All,cardiowayxauths
136,8967,FL - Ascension - Florida,2703,4/25/2019,ORDER:IMAGING,2783,90,All,SUBMIT,zCLSD_SVPE_CARDIO_KINGSLAND, 585,All,All,All,All,All,cardiowayxauths
